idx,parent_device_id,product_type,air_temp [K],process_temp [K],speed [RPM],torque [Nm],tool_wear [min],target
8224,6632,L,301.4,310.4,1301,51.2,112,normal
8225,1636,L,297.9,307.8,1505,37.3,100,normal
8226,12291,L,302.0,310.4,1336,58.0,109,failure
8227,14482,L,302.25,310.44,1372,49.52,16,failure
8228,5203,M,303.7,312.6,1671,30.5,163,normal
8229,10462,H,298.77,309.73,2609,12.2,99,failure
8230,17023,L,303.58,312.31,1518,35.73,213,failure
8231,13363,L,302.31,311.04,1303,62.24,214,failure
8232,12776,L,299.98,310.96,1398,52.52,219,failure
8233,12255,M,302.3,310.3,2668,11.08,87,failure
8234,9968,L,298.4,308.0,1605,32.4,154,normal
8235,11320,L,302.48,310.23,1378,49.26,107,failure
8236,13038,L,298.83,308.7,1364,51.87,216,failure
8237,18197,M,302.49,310.25,1377,49.68,108,failure
8238,7220,L,299.8,309.7,1429,42.6,127,normal
8239,18810,H,303.46,312.05,1371,54.62,113,failure
8240,12651,L,301.54,311.36,1369,56.08,206,failure
8241,5031,M,303.8,313.0,1514,45.0,113,normal
8242,10452,L,300.41,308.99,1331,61.0,183,failure
8243,5369,H,303.0,312.5,1507,37.9,163,normal
8244,6964,M,300.7,311.0,1263,52.3,104,normal
8245,8571,L,297.9,308.6,2262,15.7,125,normal
8246,6936,L,300.6,311.1,1471,40.7,26,normal
8247,876,L,295.7,306.3,1915,22.4,79,normal
8248,15299,L,302.68,311.16,1296,61.41,126,failure
8249,16530,L,302.6,310.7,1366,63.45,86,failure
8250,17354,L,297.18,308.11,1369,51.22,219,failure
8251,12281,L,302.62,311.12,1374,49.2,24,failure
8252,8542,H,298.4,309.4,1512,35.3,51,normal
8253,16332,L,301.29,309.68,1333,62.6,180,failure
8254,2259,L,299.1,308.3,1431,52.3,38,normal
8255,16441,L,302.92,310.96,1357,44.52,114,failure
8256,15285,L,300.41,309.71,1379,54.16,207,failure
8257,2033,H,298.8,308.5,1359,47.6,85,normal
8258,130,L,298.8,308.4,1473,41.1,128,normal
8259,18288,L,299.87,309.09,1435,41.45,226,failure
8260,707,L,297.7,308.9,1838,27.3,99,normal
8261,14352,L,298.37,309.06,2601,12.32,109,failure
8262,13900,L,300.16,311.08,1521,41.48,217,failure
8263,16460,L,302.86,312.37,1423,46.19,215,failure
8264,13738,L,302.33,310.71,1373,48.08,69,failure
8265,6201,M,301.0,310.9,1510,44.5,66,normal
8266,10345,L,300.44,309.27,1416,51.52,230,failure
8267,17900,L,301.31,310.2,1271,57.66,193,failure
8268,11370,L,302.9,310.87,1364,48.17,23,failure
8269,19095,L,299.56,309.1,1305,69.28,44,failure
8270,15958,L,301.89,310.39,1372,48.36,72,failure
8271,10378,L,301.5,310.27,1311,62.73,42,failure
8272,2968,M,300.6,309.4,1312,45.2,73,normal
8273,5176,M,304.0,313.3,1844,27.1,88,normal
8274,9615,M,299.0,310.2,1564,39.9,97,normal
8275,16128,M,301.96,309.69,1386,62.68,141,failure
8276,8013,M,300.9,312.0,1402,50.7,185,normal
8277,15137,L,298.92,308.41,1264,68.85,77,failure
8278,10341,L,301.79,310.75,1378,53.25,211,failure
8279,6608,M,301.5,310.4,1593,36.8,50,normal
8280,14588,L,299.35,308.7,1266,67.8,76,failure
8281,10832,M,302.84,310.6,2673,10.93,81,failure
8282,12451,L,299.36,309.99,1378,53.79,216,failure
8283,13967,L,304.33,313.63,1509,34.95,205,failure
8284,13272,L,302.63,312.27,1452,53.9,239,failure
8285,7824,L,299.9,311.3,1535,38.1,160,normal
8286,7324,M,299.9,310.4,1820,26.6,175,normal
8287,5726,M,302.4,311.9,1398,50.1,188,normal
8288,16599,H,302.34,311.11,1399,50.4,208,failure
8289,802,L,296.9,307.8,1571,35.0,102,normal
8290,10085,L,298.84,309.72,1433,46.15,226,failure
8291,3079,L,300.1,309.3,1340,56.0,130,normal
8292,16000,L,300.06,309.04,2506,13.22,185,failure
8293,438,L,297.4,308.4,1341,52.2,49,normal
8294,14335,L,297.71,309.24,1502,46.4,219,failure
8295,9430,L,298.1,308.7,1671,28.8,41,normal
8296,15792,L,302.4,310.3,1374,51.8,162,failure
8297,16299,L,302.55,312.0,1368,56.83,207,failure
8298,11600,L,302.44,311.64,1362,52.02,118,failure
8299,5105,L,304.1,313.4,1374,56.6,115,normal
8300,4375,L,302.0,309.7,1414,36.3,209,normal
8301,6776,L,301.3,310.6,1451,47.5,42,normal
8302,14056,L,299.13,308.86,1432,39.96,223,failure
8303,7091,L,300.6,310.2,1318,51.0,8,normal
8304,13616,L,299.79,310.2,1341,59.28,192,failure
8305,7641,M,300.4,311.4,1352,57.3,116,normal
8306,8822,L,297.4,308.8,1462,49.7,132,normal
8307,12119,L,298.44,308.21,1282,60.75,216,failure
8308,11147,L,298.88,308.29,1543,37.2,203,failure
8309,14634,M,300.04,311.27,1689,29.16,217,failure
8310,15255,L,302.11,310.34,1338,59.4,108,failure
8311,7989,L,301.1,312.4,1430,37.9,124,normal
8312,9262,M,298.3,309.1,1404,47.0,15,normal
8313,10312,H,299.17,310.29,1371,53.15,229,failure
8314,16034,L,298.77,309.9,2726,9.14,131,failure
8315,6864,L,301.1,311.3,1268,60.0,53,normal
8316,4225,L,302.1,310.7,1359,49.3,41,failure
8317,7571,L,300.3,311.1,1606,30.9,156,normal
8318,17919,L,302.9,310.92,1349,52.23,6,failure
8319,10138,H,300.53,310.18,1397,46.51,211,failure
8320,17777,L,298.45,309.45,1397,51.86,215,failure
8321,13514,L,299.49,310.7,1869,24.34,210,failure
8322,15301,L,302.77,311.31,1368,45.35,37,failure
8323,15231,H,302.23,310.63,1356,56.87,104,failure
8324,6145,M,301.1,311.1,1436,41.8,156,normal
8325,15447,M,303.19,311.49,1336,58.25,1,failure
8326,3697,L,302.2,311.2,1928,23.1,2,normal
8327,7739,L,300.5,311.9,1576,31.1,149,normal
8328,18733,L,301.53,310.67,1518,41.68,220,failure
8329,3285,L,301.2,309.9,1687,29.7,30,normal
8330,7920,L,300.8,312.0,1382,49.3,177,normal
8331,1278,L,298.2,309.4,1398,52.9,79,normal
8332,15731,L,300.41,310.92,1442,51.05,237,failure
8333,14150,L,302.41,310.8,1346,46.75,148,failure
8334,18349,L,301.76,309.88,1357,54.8,38,failure
8335,3351,L,301.4,310.8,1680,31.4,185,normal
8336,1919,L,298.2,308.0,1658,30.0,3,normal
8337,4640,L,303.1,311.2,1435,40.1,219,normal
8338,387,L,297.7,308.7,1249,60.4,143,normal
8339,5440,H,303.0,312.5,1698,30.0,89,normal
8340,15252,L,300.72,310.93,2614,12.31,86,failure
8341,14923,L,300.83,311.74,1372,58.96,212,failure
8342,9888,M,298.8,309.6,1575,34.4,149,normal
8343,14784,L,299.29,309.42,1400,49.85,209,failure
8344,19161,L,300.94,310.1,2673,11.54,114,failure
8345,15729,L,301.98,310.48,1369,44.96,84,failure
8346,744,L,296.7,308.1,1450,40.9,195,normal
8347,8502,H,298.6,309.8,1279,55.9,152,normal
8348,13070,L,302.51,311.15,1339,58.92,58,failure
8349,7088,M,300.6,310.3,1614,32.7,0,normal
8350,18604,L,301.72,310.82,1531,37.33,206,failure
8351,15909,L,298.06,308.33,1310,61.02,190,failure
8352,5095,M,304.1,313.5,1428,39.9,88,normal
8353,10512,M,303.39,312.57,2705,9.81,65,failure
8354,7059,L,300.6,310.5,1644,33.8,148,normal
8355,3643,L,302.3,311.6,1784,26.4,79,normal
8356,794,H,296.9,307.9,1547,32.6,79,normal
8357,58,M,298.8,309.0,1661,29.5,162,normal
8358,1914,L,298.0,307.7,1643,32.3,200,normal
8359,14066,L,299.25,310.08,1435,48.6,229,failure
8360,5826,M,301.3,311.1,1492,41.2,223,normal
8361,9409,L,298.0,308.5,1664,28.3,196,normal
8362,14745,L,297.38,308.28,2270,15.52,188,failure
8363,9408,H,297.9,308.4,1637,34.5,191,normal
8364,16740,L,301.01,310.01,1326,48.19,207,failure
8365,4429,M,302.3,310.1,1731,33.4,112,normal
8366,1718,M,298.2,307.7,1681,31.0,84,normal
8367,12729,L,300.68,310.97,1569,36.43,221,failure
8368,9001,L,297.0,307.8,1500,39.9,175,normal
8369,7541,M,300.3,311.5,1528,40.9,76,normal
8370,8006,L,300.9,312.1,1462,46.0,166,normal
8371,1040,L,296.7,307.7,1502,43.9,84,normal
8372,16700,H,302.49,310.63,1277,60.07,150,failure
8373,5225,M,304.0,313.2,1437,53.9,7,normal
8374,4952,M,303.8,312.7,1374,53.6,136,normal
8375,6371,L,300.1,309.6,1546,36.7,77,normal
8376,11812,L,300.11,309.2,1306,61.83,40,failure
8377,5910,M,300.8,310.3,1458,43.4,0,normal
8378,17251,M,303.04,312.17,2653,11.56,24,failure
8379,7834,L,300.0,311.4,1483,45.6,187,normal
8380,4608,M,303.0,311.2,1519,38.0,139,normal
8381,6767,L,301.3,310.9,1509,41.7,16,normal
8382,13020,L,298.46,308.29,2879,4.01,80,failure
8383,1144,L,297.0,307.9,1296,69.1,153,failure
8384,686,M,297.7,309.0,1504,40.4,35,normal
8385,13675,H,302.28,310.9,1366,48.55,130,failure
8386,4997,M,303.6,312.8,2659,11.4,26,failure
8387,15481,L,299.88,310.05,1533,38.18,208,failure
8388,7488,L,300.3,311.7,1545,43.5,160,normal
8389,5044,L,304.1,313.2,1412,47.5,150,normal
8390,1449,H,299.0,310.4,1677,30.8,73,normal
8391,9525,L,299.1,310.3,1411,42.1,74,normal
8392,11887,L,302.64,312.24,1423,48.32,214,failure
8393,8397,L,298.5,309.6,1724,26.4,100,normal
8394,7427,L,300.0,311.4,1634,31.9,0,normal
8395,4929,L,303.5,312.4,1340,44.5,76,normal
8396,3644,L,302.2,311.5,1548,32.4,81,normal
8397,6278,L,301.2,310.7,1568,38.3,49,normal
8398,9631,L,299.0,310.0,1672,33.2,144,normal
8399,14257,L,301.66,310.7,1379,51.16,215,failure
8400,1319,L,299.0,310.3,1929,24.4,180,normal
8401,10209,L,299.05,310.38,1362,49.05,228,failure
8402,6696,L,301.7,310.9,1636,31.3,42,normal
8403,8667,M,297.5,308.8,1455,46.1,147,normal
8404,12605,L,302.95,310.94,1307,53.55,86,failure
8405,6301,M,301.2,310.6,1576,39.6,109,normal
8406,1884,M,298.0,307.6,1792,26.0,119,normal
8407,15607,L,300.15,309.25,1265,65.61,80,failure
8408,7536,L,300.1,311.3,2579,12.5,64,failure
8409,7862,M,300.5,312.0,1382,54.1,27,normal
8410,8874,L,298.1,309.3,1443,45.3,70,normal
8411,15689,M,302.31,310.21,1352,47.28,6,failure
8412,18710,L,302.34,310.95,1333,64.29,48,failure
8413,6445,L,300.7,310.3,1662,34.4,57,normal
8414,5264,L,303.4,312.8,1376,53.4,98,normal
8415,17633,L,301.26,309.61,1318,50.36,186,failure
8416,19256,L,303.12,311.41,1361,53.37,31,failure
8417,5959,L,300.6,310.8,1378,51.2,119,normal
8418,18046,L,302.71,311.22,1332,45.99,208,failure
8419,7549,L,300.3,311.4,1544,41.6,97,normal
8420,3017,L,300.5,309.8,1305,51.7,202,normal
8421,1494,M,298.0,308.7,1377,48.5,181,normal
8422,16122,L,303.23,311.39,1367,47.41,63,failure
8423,18925,L,302.02,310.42,1356,57.11,108,failure
8424,11533,M,301.84,310.06,1281,68.54,112,failure
8425,2644,L,299.8,309.4,1510,42.5,146,normal
8426,12616,L,302.02,311.35,1529,37.47,207,failure
8427,1029,M,296.2,307.3,1477,35.2,53,normal
8428,800,M,297.0,307.9,1882,24.2,97,normal
8429,12251,L,302.7,310.54,1261,67.82,196,failure
8430,17141,L,297.43,308.11,2210,16.09,177,failure
8431,7821,L,299.9,311.3,1802,24.4,151,normal
8432,8262,L,299.1,310.6,1921,23.9,158,normal
8433,9112,M,297.6,308.6,1482,38.3,39,normal
8434,11584,L,300.08,309.49,1674,29.0,162,failure
8435,15619,L,302.18,310.2,1331,50.4,51,failure
8436,8750,L,297.3,308.5,1764,30.8,148,normal
8437,13888,M,301.56,311.19,1231,69.92,188,failure
8438,2766,M,299.9,309.4,1889,26.0,6,normal
8439,2248,M,299.3,308.5,1304,60.6,8,normal
8440,9948,L,298.2,307.8,1804,25.1,108,normal
8441,7270,L,300.2,310.4,1808,25.8,35,normal
8442,8796,L,297.2,308.3,1796,23.8,61,normal
8443,13745,L,300.0,310.35,1319,51.89,224,failure
8444,756,L,296.8,308.0,1584,40.4,227,normal
8445,8009,H,300.9,312.0,2129,17.8,173,normal
8446,3106,L,299.8,309.1,1485,39.9,207,normal
8447,7469,L,300.3,311.6,1607,33.5,109,normal
8448,5640,L,302.6,312.1,1420,51.6,182,normal
8449,18891,L,302.74,311.3,1284,69.58,101,failure
8450,3526,H,301.8,310.8,1470,37.6,204,normal
8451,12754,H,299.72,309.77,1391,46.57,207,failure
8452,18857,L,300.47,311.53,1208,75.7,3,failure
8453,16352,H,299.8,309.62,1394,47.7,210,failure
8454,8503,L,298.5,309.8,1468,40.9,157,normal
8455,1882,M,298.0,307.6,1581,43.4,113,normal
8456,9910,L,298.6,309.0,1469,46.0,4,normal
8457,16221,L,302.57,310.66,1330,51.53,151,failure
8458,9531,L,299.2,310.5,1458,44.1,91,normal
8459,6621,M,301.7,310.7,1861,21.8,84,normal
8460,17211,L,300.83,310.04,2673,11.5,113,failure
8461,9169,L,297.7,308.8,1896,24.5,186,normal
8462,15660,L,299.92,309.13,1382,53.49,216,failure
8463,2472,L,298.9,308.5,1429,55.1,140,normal
8464,13915,L,303.02,311.12,1349,51.14,7,failure
8465,10985,L,297.99,308.65,1399,57.34,198,failure
8466,16411,H,296.99,307.86,1549,35.85,206,failure
8467,15764,L,302.85,311.31,1295,52.99,49,failure
8468,13653,L,300.87,310.8,1298,60.38,200,failure
8469,18133,L,300.34,310.49,1285,67.55,10,failure
8470,17262,H,300.38,309.46,1610,31.8,231,failure
8471,7957,H,300.9,311.9,2140,16.5,43,normal
8472,8066,L,300.4,311.9,1868,21.3,92,normal
8473,18859,L,299.0,308.24,1329,60.08,186,failure
8474,727,H,297.3,308.6,1499,37.6,147,normal
8475,9147,L,297.7,308.7,1688,27.2,125,normal
8476,5863,M,301.4,311.1,1758,25.4,88,normal
8477,17073,L,303.01,311.36,1332,57.26,3,failure
8478,9536,L,299.3,310.5,1818,26.0,102,normal
8479,18620,L,297.02,307.94,1258,69.05,106,failure
8480,12471,L,299.33,308.85,1309,59.99,191,failure
8481,3394,L,301.5,310.6,1405,42.3,83,normal
8482,6021,L,300.7,310.8,1814,21.4,59,normal
8483,17904,L,303.21,311.54,1494,46.04,236,failure
8484,14685,M,302.26,310.31,2667,11.11,87,failure
8485,11587,L,300.92,311.4,1322,66.76,17,failure
8486,2673,L,299.8,309.4,1480,40.9,2,normal
8487,19240,L,301.19,310.43,2637,12.06,19,failure
8488,2198,M,299.7,308.9,1478,41.0,87,normal
8489,12862,L,301.16,310.33,1274,69.29,84,failure
8490,5489,L,302.6,312.1,1499,35.0,215,normal
8491,14900,L,300.7,311.79,1336,58.41,189,failure
8492,11068,H,300.69,310.67,1261,67.84,148,failure
8493,5447,L,303.1,312.8,1465,44.1,109,normal
8494,16312,L,303.81,313.0,1364,60.01,204,failure
8495,2140,L,299.3,309.0,1419,46.6,158,normal
8496,1061,L,296.7,307.9,1420,50.1,138,normal
8497,7890,L,300.8,312.4,1767,25.6,105,normal
8498,12074,L,301.84,309.9,1308,58.66,196,failure
8499,11085,L,303.14,311.71,1400,53.55,206,failure
8500,7872,L,300.6,312.3,1532,37.2,54,normal
8501,17217,L,298.92,308.22,1372,63.52,30,failure
8502,14013,L,297.56,308.14,1343,60.18,204,failure
8503,16348,L,302.51,311.4,1286,68.88,124,failure
8504,3934,M,302.6,311.6,1518,39.0,184,normal
8505,8417,H,298.8,310.1,1704,30.7,150,normal
8506,16308,L,299.33,308.87,1312,69.75,60,failure
8507,7663,L,300.5,311.6,1385,54.8,173,normal
8508,16282,L,300.08,310.34,1458,47.49,208,failure
8509,14381,L,299.0,309.66,1696,27.82,157,failure
8510,6391,M,300.2,309.7,1413,43.0,137,normal
8511,11633,M,300.5,309.98,1418,41.94,204,failure
8512,14219,L,297.85,308.18,1327,73.36,173,failure
8513,9535,M,299.3,310.6,1609,31.4,99,normal
8514,4824,L,303.4,311.8,1499,45.0,16,normal
8515,13419,L,301.01,309.99,1262,62.17,92,failure
8516,17795,L,298.73,308.59,1408,54.83,221,failure
8517,2646,M,299.8,309.5,1453,43.2,153,normal
8518,1555,L,298.4,308.6,1491,42.0,120,normal
8519,7387,H,299.8,310.6,1423,44.6,116,normal
8520,14228,H,303.38,312.73,1273,68.64,160,failure
8521,8598,L,297.6,308.3,1478,42.3,193,normal
8522,17478,L,302.12,310.67,1365,44.23,77,failure
8523,16653,L,300.68,309.76,1314,59.48,67,failure
8524,17717,L,297.46,308.33,1385,53.28,202,failure
8525,13990,L,299.01,310.41,1365,49.09,225,failure
8526,10240,L,299.01,308.9,1334,65.98,153,failure
8527,15616,L,300.04,310.33,1286,67.41,10,failure
8528,13850,L,299.96,309.83,1412,60.27,211,failure
8529,9142,L,297.6,308.5,1678,34.2,114,normal
8530,17582,L,298.85,309.87,1353,53.09,211,failure
8531,7601,L,300.4,311.2,1351,62.0,18,normal
8532,19012,L,297.53,308.27,2564,12.8,126,failure
8533,14639,L,301.44,311.32,2689,10.85,132,failure
8534,17648,L,297.47,307.63,1326,69.02,178,failure
8535,10851,L,301.14,310.97,2638,12.04,18,failure
8536,13515,M,301.68,310.68,1337,63.41,0,failure
8537,14444,H,302.65,310.99,1357,53.15,102,failure
8538,8219,L,299.0,310.4,1504,34.3,48,normal
8539,689,H,297.6,309.0,1354,55.6,46,normal
8540,17324,L,303.58,311.98,1309,52.74,84,failure
8541,19183,L,298.15,309.13,1337,56.83,206,failure
8542,6857,L,301.1,311.3,1622,35.6,34,normal
8543,17051,L,299.15,310.32,1356,50.05,235,failure
8544,435,L,297.4,308.3,1493,41.2,43,normal
8545,19189,L,298.17,309.57,1332,70.66,28,failure
8546,5159,L,304.2,313.4,1490,44.0,41,normal
8547,4635,M,303.0,311.2,1614,35.7,207,normal
8548,11070,L,299.98,310.48,1255,71.2,141,failure
8549,13017,L,302.66,312.36,1466,50.03,251,failure
8550,14715,L,299.21,309.19,1453,41.72,208,failure
8551,10005,L,298.72,309.86,1193,67.7,201,failure
8552,12559,L,302.74,311.02,1354,48.66,36,failure
8553,18202,M,302.9,311.2,1370,54.26,117,failure
8554,12248,L,302.4,310.3,1375,52.45,163,failure
8555,12625,L,298.68,309.11,1474,58.62,172,failure
8556,16704,L,302.97,310.89,1359,52.81,64,failure
8557,10208,L,301.27,311.18,1234,65.03,178,failure
8558,9212,L,298.0,308.9,1390,53.9,88,normal
8559,13960,L,302.71,310.85,1354,45.41,112,failure
8560,9614,M,299.1,310.3,1441,43.9,94,normal
8561,7030,L,300.7,310.8,1772,27.3,69,normal
8562,5124,M,304.2,313.5,1557,37.3,164,normal
8563,16840,L,301.68,311.79,1457,52.64,209,failure
8564,1771,L,298.4,307.9,1446,45.3,23,normal
8565,14974,L,298.19,308.53,1433,48.11,210,failure
8566,7798,L,300.0,311.5,1812,28.3,94,normal
8567,17927,L,302.79,311.05,1373,48.16,66,failure
8568,15897,L,298.73,308.93,2716,9.44,31,failure
8569,14502,L,298.22,308.45,1373,50.51,220,failure
8570,18008,L,302.62,311.05,1296,60.93,121,failure
8571,8950,L,297.4,308.2,1419,50.0,52,normal
8572,3150,L,300.4,309.8,1513,32.9,117,normal
8573,6218,H,301.0,310.6,1366,50.6,106,normal
8574,1373,M,298.8,310.3,1366,59.0,94,normal
8575,14724,L,301.5,310.79,1351,59.06,207,failure
8576,17507,L,298.06,307.51,1327,61.37,186,failure
8577,13761,L,302.53,310.99,1352,48.36,147,failure
8578,16593,L,298.7,309.81,1182,66.15,202,failure
8579,16270,L,303.58,312.3,1356,51.66,193,failure
8580,10286,L,299.15,309.23,1929,22.91,201,failure
8581,12974,L,300.86,309.97,1307,64.19,42,failure
8582,11674,L,302.38,311.38,1441,56.05,178,failure
8583,13476,M,301.33,310.86,1376,55.64,139,failure
8584,16711,L,298.63,307.96,1511,31.41,209,failure
8585,4193,L,302.4,311.1,1634,34.2,184,normal
8586,7806,L,300.0,311.5,1349,48.6,113,normal
8587,9179,H,297.9,309.1,1435,44.7,8,normal
8588,13892,L,302.29,310.89,1360,44.22,67,failure
8589,16162,L,302.74,310.86,1311,52.5,40,failure
8590,2662,M,299.9,309.4,1483,38.1,193,normal
8591,11025,L,301.04,310.82,1720,29.02,220,failure
8592,3009,M,300.4,309.7,1466,39.8,184,normal
8593,18687,L,302.49,310.24,1358,55.8,63,failure
8594,12553,L,302.43,310.66,1311,53.96,40,failure
8595,5389,L,302.8,312.3,1366,49.1,221,normal
8596,17055,L,301.75,309.92,1280,66.9,107,failure
8597,9084,L,297.2,307.9,1326,75.4,172,failure
8598,18572,L,302.57,310.83,1373,54.53,120,failure
8599,9698,L,298.8,309.8,1663,28.2,67,normal
8600,10984,L,302.29,310.21,1368,50.83,11,failure
8601,9530,H,299.1,310.4,1405,53.6,86,normal
8602,13575,L,300.0,309.63,1407,63.1,189,failure
8603,2442,M,299.1,308.4,1332,51.7,71,normal
8604,5269,L,303.5,312.9,1504,44.8,111,normal
8605,11367,L,302.4,310.3,1376,53.39,164,failure
8606,12936,L,301.93,310.7,1377,48.18,212,failure
8607,17338,M,301.25,310.36,1383,63.8,139,failure
8608,12866,L,298.99,308.07,1329,61.0,184,failure
8609,15214,L,302.52,310.28,1358,56.13,64,failure
8610,14415,L,302.47,310.2,1358,55.51,63,failure
8611,4300,M,301.7,310.1,1644,34.6,5,normal
8612,17875,L,301.7,310.72,1269,61.63,187,failure
8613,17682,H,300.45,309.9,1396,46.1,210,failure
8614,9097,L,297.3,308.1,1642,36.9,206,normal
8615,16933,L,301.21,310.73,1376,48.81,211,failure
8616,13931,L,298.08,307.48,1327,61.0,185,failure
8617,15885,L,302.73,311.3,1374,51.18,32,failure
8618,7362,L,299.5,310.0,1594,35.1,54,normal
8619,10253,L,302.34,310.67,1355,50.23,124,failure
8620,14680,L,301.75,311.13,2752,8.24,21,failure
8621,18228,L,303.08,311.18,1349,48.81,9,failure
8622,1110,L,296.5,307.4,1292,52.5,62,normal
8623,7545,L,300.2,311.4,1891,22.6,86,normal
8624,1412,M,298.8,309.9,1415,53.2,194,normal
8625,1811,M,298.1,307.8,1569,31.2,131,normal
8626,3006,L,300.4,309.7,1488,35.7,177,normal
8627,11895,L,302.04,310.44,1338,55.84,109,failure
8628,7180,M,300.2,310.2,1628,30.3,27,normal
8629,978,M,296.2,306.8,1526,42.3,129,normal
8630,9802,H,298.4,309.3,1984,19.2,132,normal
8631,17189,L,299.87,311.26,1274,59.61,198,failure
8632,12408,L,296.81,307.68,2837,5.44,201,failure
8633,9351,L,298.3,308.8,1645,30.4,33,normal
8634,14617,L,297.49,308.32,1358,53.13,210,failure
8635,12270,H,299.7,309.81,1569,37.31,221,failure
8636,12349,L,300.41,309.64,1449,61.51,141,failure
8637,10617,H,301.15,310.24,1573,38.46,216,failure
8638,17390,L,302.07,310.94,1306,65.3,70,failure
8639,15793,L,301.61,311.47,1527,37.86,209,failure
8640,9315,L,298.5,309.5,1569,41.0,153,normal
8641,12184,L,300.14,310.06,2690,10.32,21,failure
8642,3638,M,302.3,311.5,1445,44.8,65,normal
8643,11827,L,302.54,311.26,1309,59.75,80,failure
8644,18904,L,297.32,308.72,1324,57.89,204,failure
8645,8285,L,298.9,310.6,1387,52.7,2,normal
8646,1229,L,297.1,308.4,1304,53.5,153,normal
8647,15367,L,300.86,310.19,1517,43.75,222,failure
8648,12342,L,301.31,310.87,1377,53.31,212,failure
8649,17646,M,303.4,312.57,2657,11.46,25,failure
8650,17107,L,302.9,311.11,1337,52.13,164,failure
8651,10675,L,300.02,311.37,1690,29.05,216,failure
8652,6367,L,300.0,309.6,1571,33.1,65,normal
8653,5506,L,302.9,312.2,1677,30.5,46,normal
8654,8885,M,298.0,309.2,1438,42.9,101,normal
8655,7781,L,300.4,311.7,1513,40.0,51,normal
8656,15471,L,301.81,310.74,1379,50.89,60,failure
8657,2488,L,298.9,308.7,1356,50.7,185,normal
8658,1574,L,298.2,308.2,1478,50.1,166,normal
8659,5870,L,301.5,311.1,2055,16.8,105,normal
8660,175,L,298.2,308.1,1382,43.5,37,normal
8661,1621,L,297.7,307.6,1844,21.9,61,normal
8662,15449,L,302.4,310.73,1368,51.47,67,failure
8663,6536,L,301.3,310.5,1406,47.1,83,normal
8664,11613,L,302.2,310.66,-1,47.21,169,failure
8665,3036,L,300.4,309.6,-1,48.1,26,normal
8666,331,M,297.6,308.4,-1,51.9,218,normal
8667,18188,L,302.64,311.18,-1,68.05,190,failure
8668,9484,L,298.9,309.6,-1,33.7,195,normal
8669,9815,M,298.4,309.1,-1,38.8,167,normal
8670,12071,M,302.58,310.94,-1,61.61,123,failure
8671,8162,L,299.6,311.0,-1,35.0,133,normal
8672,8543,M,298.5,309.4,-1,48.7,56,normal
8673,2212,L,299.7,309.1,-1,40.0,123,normal
8674,9436,L,298.0,308.6,-1,42.5,54,normal
8675,2366,L,299.3,308.5,-1,44.7,78,normal
8676,8597,L,297.6,308.3,-1,47.0,191,normal
8677,16173,L,303.06,311.5,-1,49.02,88,failure
8678,5976,H,300.5,310.6,-1,51.5,166,normal
8679,3622,L,302.0,311.3,-1,39.9,25,normal
8680,14131,L,298.72,309.23,-1,61.47,216,failure
8681,19290,L,301.8,311.52,-1,56.22,207,failure
8682,14221,L,298.31,308.7,-1,63.56,205,failure
8683,18242,L,303.38,311.58,-1,50.68,31,failure
8684,16392,L,302.58,310.2,-1,60.87,90,failure
8685,17303,L,302.29,310.22,-1,45.86,7,failure
8686,13262,L,302.26,310.76,-1,61.48,45,failure
